AGREEMENTID,FORECLOSURE
11220768,0.00039887590573237645
11220774,0.00010402880329541084
11220778,0.00011832448677896958
11220779,0.0017454040876296692
11220780,0.8887233831019368
11220781,0.999607664646264
11220784,0.999429863689036
11220786,0.0015492394692052946
11220787,5.8238640038642806e-05
11220789,0.9749334769619582
11220791,0.9992553550850559
11220792,0.9987875315231813
11220795,0.002401400440775851
11220796,0.0016818808690385154
11220799,0.999268763234219
11220804,0.9704452799230667
11220807,0.9637741024409602
11220808,0.001863751164560602
11220809,0.00016612195811798743
11220810,0.00020781085499430697
11220812,0.0001195877063210326
11220813,0.9960812965181173
11220814,0.9895367001306831
11220816,0.9919405537052148
11220818,0.0001271675475186137
11220820,0.0012631706248704094
11220821,0.00021196656599339314
11220823,0.0017023614120789642
11220832,0.00013976401041873918
11220833,0.9995902817923114
11220841,0.0017013091162103506
11220842,0.9993894242561655
11220843,0.00024843515291304684
11220845,0.0014539504570920312
11220849,0.9988018335015575
11220851,0.00011989180278678565
11220852,0.010620514254480587
11220853,0.00014767829963088626
11220856,0.00013952090778632177
11220859,0.08655970965677542
11220861,0.00015560449632955428
11220865,0.9996766475122445
11220866,0.000223869705056594
11220867,0.9998511970529655
11220868,0.9999002183791765
11220872,0.0016003541027764675
11220876,0.9986651734472278
11220877,0.9997343062782929
11220880,0.0022533727405556936
11220882,0.00012945300907460692
11220886,0.002164225155132695
11220888,0.001694178963788383
11220889,0.0016275807487775198
11220890,0.0015755693885644013
11220892,0.0002401604559779006
11220893,0.001923893353530513
11220895,0.0017241932938588428
11220902,5.079202585734488e-05
11220904,0.0021682606700008608
11220908,0.0004673027490114342
11220912,0.00011963106209787707
11220913,0.0028296259394079565
11220920,0.0029894172683200596
11220921,0.0017017499347337355
11220924,0.00013411768714053802
11220928,0.0018435453133297647
11220930,0.001873703631283111
11220931,0.0033398584565322
11220934,0.9994527526398287
11220936,0.0017214856403771003
11220937,0.998834871977752
11220938,0.0005127672399161354
11220940,0.9996029271355447
11220941,0.0009374846903909339
11220942,0.0025540675533828375
11220943,0.9998508079043731
11220947,7.396132253568515e-05
11220950,0.0017020642940283476
11220957,0.0002867614905123574
11220958,0.0017216046645499889
11220960,0.004792910573815661
11220961,0.9998403865046154
11220974,0.0017676018189535278
11220975,0.998706242072951
11220977,0.03541847672485029
11220981,0.0019152633524958725
11220982,0.002140842982442006
11220986,0.9990313955419508
11220987,0.0001220623795519257
11220989,0.00039561323742714924
11220990,0.00022209635094404013
11220992,0.004157906882051796
11220995,0.9693135243499953
11220996,3.982949439581615e-05
11220997,0.9995608829722527
11221000,0.9892257891275426
11221004,0.0003017944602995773
11221005,0.003540402599350287
11221006,0.0014273028341262174
11221007,0.003050215460488236
11221008,0.9959091711165275
11221009,0.002884678459320167
11221014,0.006282476768534852
11221023,0.9980234233667659
11221026,0.00173179237721142
11221027,0.0005319002876514298
11221031,0.0006110466308707644
11221034,0.0010121813931498764
11221035,0.0028763673323455785
11221041,0.00013248098248105808
11221042,0.0016556012208016034
11221044,0.0032970470318110373
11221047,0.0016284174982683576
11221048,0.0016096456858788253
11221050,0.001681752714677803
11221061,0.9949724969255405
11221064,0.001597382000918919
11221065,0.00271645161090976
11221067,7.716050416603322e-05
11221068,0.2639986896191305
11221070,0.0002508371119452115
11221074,0.0015989073843600144
11221076,0.001739212580924129
11221077,0.0019803363121332082
11221081,0.9998532301549607
11221093,0.00024150511065658517
11221096,0.0017667363725675067
11221099,0.9990904856702499
11221101,0.4203259037151083
11221102,0.0016289726146839316
11221103,0.0016615700743380479
11221104,0.9996071481729899
11221106,0.0016028262058500908
11221107,0.061615110429849115
11221112,0.0005086078012497332
11221114,0.002187676520233487
11221117,0.00011961072628618092
11221118,0.999866037800674
11221119,0.0016144235955828587
11221120,0.0020479060294064464
11221122,0.9766594181475365
11221123,0.002252626436521886
11221124,0.0018239527231447054
11221128,0.002673185909972036
11221134,1.947180396627116e-05
11221138,0.00011914121893760556
11221142,0.9862505252360736
11221143,0.002514705925336842
11221144,0.0019273975072541273
11221145,0.00036573755360535837
11221155,0.00012844291085582952
11221157,0.9996352464510393
11221161,0.00236402591992109
11221164,0.00091445369449736
11221165,0.0017002945321562403
11221166,0.00012845662298833748
11221170,0.0015734670197620304
11221173,0.0031504264138584688
11221174,0.00037141337904575444
11221176,0.002706235109294642
11221180,0.001577573201740553
11221184,0.9996808144474698
11221185,0.0017018370874461528
11221191,0.001662645662204009
11221195,0.00018917309872573887
11221197,0.00012949910216538126
11221199,0.999623771038318
11221205,0.0018630633220700313
11221206,0.0015835318711000291
11221212,0.0019621905326048295
11221214,0.002077863661819261
11221215,0.0015790746714466754
11221218,0.0016586364740235372
11221220,0.005000021353923158
11221221,0.9752911554270772
11221224,0.0017953292923872186
11221230,0.0014041374498433832
11221232,0.0016708667014403073
11221236,0.0005515406407742075
11221237,0.6034670517572547
11221239,0.0009283492321280189
11221241,0.0036671276246624377
11221242,0.00012049720979104732
11221251,0.00015078953799683623
11221254,0.001591457472343312
11221257,0.0021293547487097517
11221262,5.4774445469128776e-05
11221266,0.00012847510888305423
11221269,0.0015455895693963593
11221272,0.9999307929626576
11221273,0.061757280472639176
11221274,0.9999075215295011
11221275,0.0019375024781929466
11221278,1.8074103765015565e-05
11221281,0.0015180378297218508
11221282,0.9566617807871955
11221284,0.00036618366290663677
11221286,0.0018196731344263968
11221287,0.0005188834143111424
11221288,0.9998110087947228
11221293,0.002280286160983535
11221294,0.0001767877932483302
11221295,0.0017112093991336539
11221299,0.00032378714976840305
11221301,0.002657563564983577
11221302,0.0016724848806125372
11221303,0.001549872385134809
11221304,0.00040488717595603825
11221308,0.000425667051448565
11221312,0.0001302956718203291
11221316,0.0017184829308939653
11221319,0.000120009378541797
11221321,0.0009122561752293119
11221322,0.00013780921452121893
11221325,0.0006767361761527868
11221326,0.0018338234579200249
11221330,1.91833857307695e-05
11221336,0.0001294463991150479
11221339,0.0015930603194448726
11221341,0.0012440542192340732
11221346,0.00013283849432272227
11221351,0.00043418673235172156
11221352,0.0011780939169801624
11221358,0.9846821329078044
11221361,0.0018400840366365814
11221362,0.9763482936309444
11221363,0.0009110527158243326
11221366,1.7483478878480193e-05
11221368,0.0016262941498806603
11221370,0.0003686626908139858
11221372,0.0018470474509290353
11221373,5.370069561940312e-05
11221376,0.9998471579931062
11221377,0.9995914265254807
11221384,0.996209789061173
11221385,0.0018582069916854426
11221386,0.0010103110127959135
11221388,0.002083549190788403
11221389,0.99439943073373
11221396,0.0014530416851645186
11221399,0.00017429384990341233
11221405,0.9593616723435238
11221407,0.0022613520481397026
11221408,0.0005464299291151976
11221409,0.0010214749809303511
11221410,0.9988975540749323
11221411,0.0010778862869941781
11221414,0.0012465792250853694
11221415,0.0016216501232975595
11221418,2.3709809081103024e-05
11221420,0.00011851396566764313
11221423,0.00047570330062676503
11221424,0.9997994011075655
11221426,0.0034383561325718056
11221427,0.00096562788986219
11221429,0.0006354104518466099
11221433,0.001418587008740003
11221437,5.557309072683984e-06
11221440,0.0018837722957787046
11221442,0.001789900091209333
11221451,0.0020029961541052858
11221452,3.898587024588618e-05
11221453,3.881209568099746e-05
11221456,0.0018438475979139293
11221462,0.0004398270133866357
11221467,0.0018976429692852306
11221469,0.0005857234521432992
11221470,0.0017743607594045668
11221472,0.0005542403595183304
11221473,0.00022199182335045126
11221479,8.085809203301167e-05
11221481,0.00019404423359597794
11221485,0.00010953342363072477
11221486,0.00300514784320007
11221487,0.0005613333153324631
11221489,0.0017443290869655274
11221492,0.0015951539903152324
11221493,0.8301085484694077
11221496,0.999445114637167
11221498,0.001837726462714843
11221499,0.0016865439169918939
11221504,0.0016831172364501692
11221505,0.0018054153956900102
11221507,0.0017251145358122722
11221517,0.0017082000247652055
11221528,0.001931656122637754
11221530,0.000335528938710107
11221537,0.002318483887942111
11221539,0.00039367150480115455
11221541,0.0009010479499877528
11221542,0.0019635997411389327
11221547,0.00013828842027393526
11221551,0.00011840770387988658
11221552,0.00018175608795789573
11221555,0.00017342704191280182
11221556,0.0001768847228169226
11221558,0.9948092116917098
11221559,0.9997470227884502
11221561,0.001882579467538128
11221564,0.9993572570430833
11221565,0.002470806106165511
11221568,0.012555026321129422
11221573,7.102610486465385e-06
11221574,1.1890109135373608e-05
11221575,0.00016805225618597063
11221576,0.00012208068175423214
11221577,0.00011875374581562946
11221578,0.9992651917356277
11221579,0.0015361268287297628
11221580,0.0015390423239806741
11221582,0.0002077548470861243
11221585,0.9974855852545635
11221588,0.0017686963168526471
11221589,0.9999147510143592
11221591,0.00386872993115919
11221592,0.001746367787301708
11221593,3.251921639811486e-05
11221595,0.0007817047867221648
11221598,0.9992258792517597
11221599,0.0015100650524420816
11221600,0.9212158007830353
11221603,0.001800777143731129
11221604,0.00015980203943319853
11221605,0.9973684154120397
11221606,0.00011917928144392586
11221607,0.9998353241206944
11221613,0.9710379777828628
11221616,0.9998071471495681
11221617,0.001418060582816246
11221621,0.9976845937735715
11221624,0.9997429521186454
11221627,0.9994880841408224
11221628,0.0015903720912626117
11221630,0.00017564764998947375
11221637,0.9999132481240462
11221640,0.0006471531472749643
11221643,0.000308241888763884
11221645,4.9289142878981665e-05
11221655,0.001972943657456246
11221660,0.00011925533296750616
11221664,0.9998926005362868
11221665,0.9982053335031674
11221666,0.9975601412051569
11221671,0.9967041493115211
11221672,0.0018593002169364128
11221673,1.252078874018863e-05
11221680,0.9998262067859477
11221683,0.0015585238520253977
11221684,0.0031397038557686345
11221692,0.00045312192197628255
11221693,0.9997754714299104
11221694,0.00015143370530764586
11221696,0.00031560347789877087
11221697,0.0017812413498404594
11221698,0.9993389222133502
11221700,0.9998726663717354
11221701,0.9924898908685176
11221712,0.977415963482876
11221717,0.0018506743564270065
11221718,0.9551626943479079
11221723,0.9460399530835893
11221724,0.0027465360536973044
11221730,0.0002719167527553198
11221731,0.9726659573233782
11221734,0.9994713994721387
11221735,0.0015349750451427804
11221736,0.9522579333752283
11221738,0.9994610927080417
11221744,0.9631215590808964
11221745,1.1022532735253603e-05
11221746,0.9300011224132352
11221748,0.0023094117185888476
11221749,0.9997296462711803
11221752,0.9995560125110503
11221758,0.008641851781488066
11221759,0.9975037003097406
11221760,0.9998759286013069
11221762,0.9995587809910346
11221764,0.0017766191359051497
11221767,0.9954571077348232
11221768,0.0017454219727647369
11221776,0.00015610779863691891
11221777,0.8679045496899761
11221778,0.0014984271037050498
11221779,0.0018164403075018507
11221781,0.9940611629304819
11221782,0.9997880613739275
11221783,0.7341777015815252
11221786,0.9994341780872915
11221787,0.0008023560610081585
11221788,0.001588663416853853
11221793,0.001436408182321677
11221794,0.0002684981883844849
11221795,0.9987827972467311
11221796,0.0017497353155280359
11221797,0.053178713943540366
11221804,5.973091164084787e-05
11221806,0.9189588619424122
11221808,0.999722260113739
11221818,0.0001566116099544716
11221821,0.19465202883973584
11221823,0.97418118799275
11221824,0.9973007609994878
11221825,0.0025658320415951523
11221826,0.00016769876415384364
11221828,0.995245374256962
11221829,0.0024709825294918003
11221834,0.6098083317134246
11221835,0.0017099737860585083
11221836,0.0017236414009358016
11221837,0.001690058148659346
11221838,0.9991615017958759
11221844,0.9920097864870566
11221846,0.9945817073190341
11221849,0.9646858576683313
11221850,0.9961625637474134
11221855,0.9964651432645374
11221857,0.9998503128435541
11221858,0.9996917859319941
11221860,0.0001065939776107288
11221863,0.9987310025737999
11221865,0.0004548112850233119
11221867,0.0018202414367594118
11221870,0.9988882027402195
11221871,8.999146690090379e-05
11221873,0.0021148520209508734
11221874,2.277727349417309e-05
11221875,0.0003414045646526439
11221877,0.9972195573456389
11221880,1.032009544533042e-05
11221882,0.00017553677166794673
11221884,0.0016069216705961813
11221888,0.9981340427423703
11221894,0.407464514444081
11221897,0.0017627382848748017
11221901,0.11673761331965551
11221903,0.0008758024339861712
11221906,0.7849466491270791
11221909,0.0016195821166033405
11221911,0.00016191164543015075
11221913,0.9865253384385921
11221915,7.908420414070743e-06
11221917,0.999689834003363
11221918,0.0002949294358034424
11221922,4.777984505714676e-05
11221925,0.002000383881816995
11221926,0.00015537929919660367
11221931,0.9995170305832317
11221933,0.9996953104161983
11221937,0.00042031150012445897
11221938,7.136780481316385e-05
11221942,0.0013300583071610957
11221946,0.00014114647504448517
11221947,0.00012844424593051062
11221951,0.0018061810132132545
11221953,0.0012193728863371892
11221954,0.0017153506860388972
11221955,0.9977514870930133
11221958,0.0017297218319817919
11221960,0.00012305348344309648
11221963,0.9974133307634855
11221964,0.00011847719725822444
11221966,0.00018785223406110423
11221967,0.000235094913860586
11221968,0.00015642320231401576
11221969,0.00011922706911552164
11221970,0.7426621173528302
11221971,0.0021827802314435736
11221973,0.9997003787949111
11221974,0.9996094981814204
11221976,0.9962522542745432
11221977,0.00022559684478663374
11221981,0.003230152324561366
11221983,0.9107502773958289
11221984,0.000307240551844003
11221989,0.00018669581360755206
11221992,0.00041427245358675364
11221993,0.0001223455914409535
11221994,0.002885271202386782
11221995,0.001669893005141574
11221996,0.0018706753113501128
11222002,0.0017363593288520327
11222012,0.00011929286757556771
11222014,0.001934538267625726
11222017,0.0016875914848356838
11222019,0.9866956091027221
11222023,0.9973207159557536
11222026,0.00011857747003902322
11222031,0.9672365822047887
11222033,0.9968535144442093
11222034,0.0016079345913631027
11222037,0.999418605616059
11222038,0.002241515661301311
11222041,0.0019479236731595288
11222042,0.9733063760823797
11222044,3.275469480880761e-05
11222045,0.999442364282834
11222047,0.9944401243853594
11222048,0.0019571164407229578
11222049,0.9993890428782454
11222051,0.00012856990792495864
11222054,0.9978755021136994
11222057,0.08358845045948546
11222058,0.999791992898901
11222064,0.0009200934514791235
11222067,9.194618509476261e-05
11222070,0.9994306255037086
11222071,0.9999168630335508
11222075,0.0017993847624163304
11222078,0.9988789155741568
11222083,1.906343951963938e-05
11222085,0.000128582805146253
11222094,0.9412138422913499
11222095,0.0018042697952987852
11222097,0.0029654590162550404
11222099,0.0015872440239486532
11222102,0.002637249229625162
11222103,0.9341922829225371
11222111,0.9504380062438027
11222113,0.999788137942949
11222114,0.9977554694492788
11222119,0.002368679825649829
11222120,0.9997131469947327
11222121,0.00017212514080332402
11222122,0.0017774643853143799
11222127,0.00019794749519714316
11222133,0.00037003068056996847
11222139,0.9982844454099297
11222142,0.03404657314746058
11222144,0.0017229148296666608
11222145,0.999248532312146
11222148,0.00017206230399411496
11222149,0.000162075426544426
11222154,5.999840801388337e-05
11222161,1.1246863758349927e-05
11222166,0.0013580004796638287
11222169,0.00011849625404001615
11222172,0.9999332356891875
11222173,0.9978212473648427
11222180,0.9997142905515115
11222181,0.9998810026025733
11222182,0.9999091589232046
11222188,0.00012738446748565682
11222189,0.0008177248773077964
11222191,0.00033179648889632466
11222192,4.4319781828442055e-05
11222194,0.9983460485240826
11222197,0.00046995658742779326
11222199,0.00541431937545706
11222200,0.9996090041860548
11222202,0.9712878293013578
11222203,0.00015067395288655483
11222206,0.9957473674958081
11222208,0.0016363327594494635
11222213,0.9999433093860182
11222215,0.002118256060200641
11222216,0.00014022936376518937
11222220,0.0016187071322905883
11222221,0.9996361935579305
11222223,0.9953218008884834
11222224,0.9996892078896025
11222225,0.9991912074433553
11222227,0.0001432943265132919
11222230,0.001586439239279206
11222233,0.9957565758454324
11222237,0.0018230810937792045
11222239,0.9986510899357757
11222240,0.0013856573898192227
11222242,0.9973221946475996
11222243,0.9973914164848748
11222245,0.00160014869952982
11222250,0.00011947626607810254
11222252,0.831310804469467
11222255,0.006416623118295986
11222258,0.9994674347439713
11222262,0.9974350897729783
11222268,0.00013411191298256836
11222269,0.6372917239135273
11222276,0.9999488364043708
11222277,0.00027074412337479265
11222278,0.0018671446752572794
11222279,0.0021727848231996878
11222280,0.9648544232945193
11222282,0.997830208388504
11222284,0.0001752962188501553
11222285,0.0018676067291891346
11222289,0.9739532791133602
11222292,0.00015855147515759705
11222294,0.6800079231714036
11222296,0.9964959074972919
11222297,0.9998866124629597
11222302,0.9530601687687235
11222307,0.9956151872257619
11222308,0.9976358829408584
11222309,0.0003673959538557449
11222311,0.999749460315068
11222312,0.00178775483937686
11222314,0.0015980495942860128
11222317,0.0020434372545676304
11222319,0.00019045470427778556
11222322,0.9977512445391458
11222324,0.0002367719343906512
11222325,0.00017533688640449828
11222326,0.9997059974115142
11222327,0.006504561006973182
11222328,0.999775688852068
11222333,0.9958456907931452
11222335,0.9929869128727791
11222336,0.9999253560288075
11222337,0.002630591905756905
11222339,0.9998358406001051
11222342,0.00014711018233106728
11222347,0.0001651401913922602
11222348,0.002951946199289274
11222349,0.9966301137313899
11222352,0.9980881295636113
11222353,0.9997363799790158
11222354,0.9999113161047875
11222356,0.994490188453001
11222358,0.19207306724548295
11222359,0.00039312518591799246
11222361,0.0018140396880110213
11222362,0.001937798278326719
11222364,0.006458896441148984
11222366,0.00012856200976504726
11222367,0.0008792147606150843
11222368,0.9997695745999404
11222369,0.0007022429337828693
11222371,0.001417203765856152
11222374,0.9730682846889686
11222375,0.00013499265856597542
11222376,0.9905211671647821
11222377,0.0009056814154288623
11222379,0.00021987788197339687
11222381,0.0021092488785569878
11222384,0.00023316047925041084
11222385,0.9999581855384634
11222386,0.9995908726013759
11222387,0.00015350747783449888
11222395,0.9754572128834649
11222396,0.0019119651724614304
11222398,0.0003455710177231636
11222400,0.9994658144316324
11222401,0.00011924172183964583
11222402,0.9960142380156457
11222406,0.9998672028598226
11222412,0.00017700503485682198
11222425,0.9961038617648977
11222426,0.9995752603523442
11222427,0.9860528365628788
11222428,0.00029303782820540823
11222429,0.9977260285652789
11222435,0.001983996670332842
11222436,0.9997743751567804
11222438,0.001563616691911599
11222439,0.9999283222914214
11222440,0.9998556751494976
11222442,0.0008202657155636098
11222443,0.0001717739156215341
11222444,0.00020516649595222393
11222445,0.9972746348156283
11222446,0.00011956307049994581
11222449,0.001236833089901201
11222450,0.000171516077403431
11222456,0.9998686898735173
11222457,0.9996074798811495
11222461,0.9666160841872568
11222463,0.9717894970884646
11222465,0.9759645734743947
11222468,0.0009812200973802285
11222469,0.969804409662442
11222472,0.0031210150258556557
11222474,0.0018482350243512323
11222475,0.9962043803987084
11222476,0.9977281901635461
11222478,0.9996593240470732
11222484,0.9986534563391727
11222485,0.9981532119437325
11222490,0.996912198761699
11222498,0.9979871707876244
11222502,0.0001760454554902661
11222503,0.9686433107572474
11222504,0.9995433377735627
11222506,0.0004912224143718191
11222507,0.031622821949278734
11222510,0.0019566694850383605
11222513,0.9609463235021065
11222517,0.00015444126847063852
11222519,0.974182632860036
11222520,0.9978441912366875
11222523,0.9960366234390652
11222524,0.00016484016672652422
11222525,0.9996074798811495
11222526,0.99578657203896
11222527,0.06187945653365292
11222529,0.000141099473856535
11222530,0.0015980503283984724
11222531,0.00911044938546226
11222532,0.9646844794094112
11222539,0.0002136279671853583
11222540,0.0026632415839944815
11222545,0.0012745057426204805
11222550,0.0001989897054887494
11222553,0.002654072043555422
11222559,0.0001292327360065436
11222560,0.0020234599315622588
11222564,0.0019993306181206663
11222566,0.00041294389816900817
11222567,0.0018875593040070377
11222568,0.00016561094848504475
11222571,0.0014461600088034256
11222572,0.7605163895510719
11222573,0.001930642986108223
11222574,0.00012018678500322643
11222575,0.0019092459848169562
11222576,0.00011939428981303012
11222577,0.0022353343547906633
11222586,0.005080339602065258
11222593,0.00016632176233000195
11222594,0.9955755928409828
11222597,0.9969330212015366
11222598,7.938430885866329e-06
11222601,0.0009342329215360726
11222604,0.00018666665170392142
11222607,0.0007143130445445559
11222608,0.9985737212117834
11222613,0.9997892287721317
11222614,0.9962617084694825
